,artist,number,title,year
3553,Dr. Dre,53,Keep Their Heads Ringin',1995
3554,Corona,54,The Rhythm of the Night,1995
3555,Del Amitri,55,Roll to Me,1995
3556,Michael Jackson and Janet Jackson,56,Scream,1995
3557,Jodeci,57,Freek'n You,1995
3558,Skee-Lo,58,I Wish,1995
3559,Elton John,59,Believe,1995
3560,Natalie Merchant,60,Carnival,1995
3561,Tom Petty,61,You Don't Know How It Feels,1995
3562,Take That,62,Back for Good,1995
3563,69 Boyz,63,Tootsee Roll,1995
3564,Janet Jackson,64,You Want This,1995
3565,Groove Theory,65,Tell Me,1995
3566,Total featuring The Notorious B.I.G.,66,Can't You See,1995
3567,Sheryl Crow,67,All I Wanna Do,1995
3568,Subway featuring 702,68,This Lil' Game We Play,1995
3569,Real McCoy,69,Come and Get Your Love,1995
3570,Bon Jovi,70,This Ain't a Love Song,1995
3571,Madonna,71,Secret,1995
3572,Junior M.A.F.I.A. featuring The Notorious B.I.G.,72,Player's Anthem,1995
3573,Naughty by Nature,73,Feel Me Flow,1995
3574,Jade,74,Every Day of the Week,1995
3575,Vanessa Williams,75,The Sweetest Days,1995
3576,20 Fingers featuring Gillette,76,Short Dick Man,1995
3577,Brandy featuring Wanya Morris,77,Brokenhearted,1995
3578,Annie Lennox,78,No More I Love You's,1995
3579,Faith Evans,79,You Used to Love Me,1995
3580,Immature,80,Constantly,1995
3581,U2,81,"Hold Me, Thrill Me, Kiss Me, Kill Me",1995
3582,Crystal Waters,82,100% Pure Love,1995
3583,Raphael Saadiq,83,Ask of You,1995
3584,AZ,84,Sugar Hill,1995
3585,Better Than Ezra,85,Good,1995
3586,D'Angelo,86,Brown Sugar,1995
3587,Gloria Estefan,87,Turn the Beat Around,1995
3588,After 7,88,'Til You Do Me Right,1995
3589,Bone Thugs-n-Harmony,89,1st of tha Month,1995
3590,Melissa Etheridge,90,Like the Way I Do,1995
3591,FireHouse,91,I Live My Life for You,1995
3592,Stevie B,92,Dream About You,1995
3593,Rednex,93,Cotton Eye Joe,1995
3594,Boyz II Men,94,Thank You,1995
3595,The Pretenders,95,I'll Stand by You,1995
3596,N II U,96,I Miss You,1995
3597,Da Brat,97,Give It 2 You,1995
3598,Brandy,98,Best Friend,1995
3599,Soul Asylum,99,Misery,1995
3600,Van Halen,100,Can't Stop Lovin' You,1995
3601,Los del Río,1,Macarena (Bayside Boys Mix),1996
3602,Mariah Carey and Boyz II Men,2,One Sweet Day,1996
3603,Celine Dion,3,Because You Loved Me,1996
3604,The Tony Rich Project,4,Nobody Knows,1996
3605,Mariah Carey,5,Always Be My Baby,1996
3606,Tracy Chapman,6,Give Me One Reason,1996
3607,Bone Thugs-n-Harmony,7,Tha Crossroads,1996
3608,Donna Lewis,8,I Love You Always Forever,1996
3609,Toni Braxton,9,"You're Makin' Me High"" / ""Let It Flow",1996
3610,Keith Sweat,10,Twisted,1996
3611,Quad City DJ's,11,C'mon N' Ride It (The Train),1996
3612,Everything but the Girl,12,Missing,1996
3613,Alanis Morissette,13,Ironic,1996
3614,Whitney Houston,14,Exhale (Shoop Shoop),1996
3615,Gin Blossoms,15,"Follow You Down"" / ""Til I Hear It from You",1996
3616,Brandy,16,Sittin' Up in My Room,1996
3617,2Pac featuring K-Ci and JoJo,17,"How Do U Want It"" / ""California Love",1996
3618,Celine Dion,18,It's All Coming Back to Me Now,1996
3619,Eric Clapton,19,Change the World,1996
3620,LL Cool J,20,Hey Lover,1996
3621,LL Cool J,21,Loungin,1996
3622,Jann Arden,22,Insensitive,1996
3623,La Bouche,23,Be My Lover,1996
3624,Goo Goo Dolls,24,Name,1996
3625,Jewel,25,Who Will Save Your Soul,1996
3626,No Mercy,26,Where Do You Go,1996
3627,R. Kelly,27,I Can't Sleep Baby (If I),1996
3628,Dishwalla,28,Counting Blue Cars,1996
3629,Alanis Morissette,29,"You Learn"" / ""You Oughta Know",1996
3630,Joan Osborne,30,One of Us,1996
3631,Natalie Merchant,31,Wonder,1996
3632,Mary J. Blige,32,Not Gon' Cry,1996
3633,Coolio featuring L.V.,33,Gangsta's Paradise,1996
3634,112 featuring The Notorious B.I.G. and Mase,34,Only You,1996
3635,R. Kelly featuring The Isley Brothers,35,Down Low (Nobody Has to Know),1996
3636,SWV,36,You're the One,1996
3637,La Bouche,37,Sweet Dreams,1996
3638,Monica,38,"Before You Walk Out of My Life"" / ""Like This and Like That",1996
3639,Deep Blue Something,39,Breakfast at Tiffany's,1996
3640,Coolio,40,"1, 2, 3, 4 (Sumpin' New)",1996
3641,Collective Soul,41,The World I Know,1996
3642,Blackstreet featuring Dr. Dre,42,No Diggity,1996
3643,3T,43,Anything,1996
3644,The Smashing Pumpkins,44,1979,1996
3645,TLC,45,Diggin' on You,1996
3646,Monica,46,"Why I Love You So Much"" / ""Ain't Nobody",1996
3647,Total,47,Kissin' You,1996
3648,Whitney Houston featuring CeCe Winans,48,Count On Me,1996
3649,Mariah Carey,49,Fantasy,1996
3650,Hootie & the Blowfish,50,Time,1996
3651,Madonna,51,You'll See,1996
3652,Az Yet,52,Last Night,1996
3653,Merril Bainbridge,53,Mouth,1996
3654,Color Me Badd,54,"The Earth, the Sun, the Rain",1996
3655,Joe,55,All the Things (Your Man Won't Do),1996
3656,Oasis,56,Wonderwall,1996
3657,Busta Rhymes,57,Woo Hah!! Got You All in Check,1996
3658,Groove Theory,58,Tell Me,1996
3659,Outkast,59,Elevators (Me & You),1996
3660,Blues Traveler,60,Hook,1996
3661,LL Cool J,61,Doin' It,1996
3662,George Michael,62,Fastlove,1996
3663,Case featuring Foxy Brown,63,"Touch Me, Tease Me",1996
3664,Kris Kross,64,Tonite's tha Night ,1996
3665,Robert Miles,65,Children,1996
3666,Adam Clayton and Larry Mullen,66,Theme from Mission: Impossible,1996
3667,BoDeans,67,Closer to Free,1996
3668,No Doubt,68,Just a Girl,1996
3669,Aaliyah,69,If Your Girl Only Knew,1996
3670,D'Angelo,70,Lady,1996
3671,John Mellencamp,71,Key West Intermezzo (I Saw You First),1996
3672,Ginuwine,72,Pony,1996
3673,Keith Sweat featuring Athena Cage,73,Nobody,1996
3674,Hootie & the Blowfish,74,Old Man and Me (When I Get To Heaven),1996
3675,Sheryl Crow,75,If It Makes You Happy,1996
3676,Sophie B. Hawkins,76,As I Lay Me Down,1996
3677,MC Lyte featuring Xscape,77,"Keep On, Keepin' On",1996
3678,Natalie Merchant,78,Jealousy,1996
3679,Melissa Etheridge,79,I Want to Come Over,1996
3680,Deborah Cox,80,Who Do U Love,1996
3681,Toni Braxton,81,Un-Break My Heart,1996
3682,Amber,82,This Is Your Night,1996
3683,R. Kelly,83,You Remind Me of Something,1996
3684,Janet Jackson,84,Runaway,1996
3685,Planet Soul,85,Set U Free,1996
3686,New Edition,86,Hit Me Off,1996
3687,Total,87,No One Else,1996
3688,Ghost Town DJ's,88,My Boo,1996
3689,Junior M.A.F.I.A. featuring The Notorious B.I.G.,89,Get Money,1996
3690,Maxi Priest featuring Shaggy,90,That Girl,1996
3691,Do or Die featuring Twista,91,Po Pimp,1996
3692,Metallica,92,Until It Sleeps,1996
3693,Crucial Conflict,93,Hay,1996
3694,Ace of Base,94,Beautiful Life,1996
3695,Take That,95,Back for Good,1996
3696,Pearl Jam,96,I Got Id,1996
3697,Faith Evans,97,Soon as I Get Home,1996
3698,Los del Río,98,Macarena,1996
3699,Hootie & the Blowfish,99,Only Wanna Be with You,1996
3700,Seal,100,Don't Cry,1996
3701,Elton John,1,"Something About the Way You Look Tonight"" / ""Candle in the Wind 1997",1997
3702,Jewel,2,"Foolish Games"" / ""You Were Meant for Me",1997
3703,Puff Daddy featuring Faith Evans and 112,3,I'll Be Missing You,1997
3704,Toni Braxton,4,Un-Break My Heart,1997
3705,Puff Daddy featuring Mase,5,Can't Nobody Hold Me Down,1997
3706,R. Kelly,6,I Believe I Can Fly,1997
3707,En Vogue,7,Don't Let Go (Love),1997
3708,Mark Morrison,8,Return of the Mack,1997
3709,LeAnn Rimes,9,How Do I Live,1997
3710,Spice Girls,10,Wannabe,1997
3711,Backstreet Boys,11,Quit Playing Games (With My Heart),1997
3712,Hanson,12,MMMBop,1997
3713,Monica,13,For You I Will,1997
3714,Usher,14,You Make Me Wanna...,1997
3715,Meredith Brooks,15,Bitch,1997
3716,Keith Sweat featuring Athena Cage,16,Nobody,1997
3717,Third Eye Blind,17,Semi-Charmed Life,1997
3718,Duncan Sheik,18,Barely Breathing,1997
3719,Az Yet featuring Peter Cetera,19,Hard to Say I'm Sorry,1997
3720,The Notorious B.I.G. featuring Puff Daddy and Mase,20,Mo Money Mo Problems,1997
3721,The Verve Pipe,21,The Freshmen,1997
3722,Savage Garden,22,I Want You,1997
3723,Blackstreet featuring Dr. Dre,23,No Diggity,1997
3724,Rome,24,I Belong to You (Every Time I See Your Face),1997
3725,The Notorious B.I.G.,25,Hypnotize,1997
3726,Babyface,26,Every Time I Close My Eyes,1997
3727,Dru Hill,27,In My Bed,1997
3728,Spice Girls,28,Say You'll Be There,1997
3729,Robyn,29,Do You Know (What It Takes),1997
3730,Boyz II Men,30,4 Seasons of Loneliness,1997
3731,Changing Faces,31,G.H.E.T.T.O.U.T.,1997
3732,Mariah Carey,32,Honey,1997
3733,Whitney Houston,33,I Believe in You and Me,1997
3734,Freak Nasty,34,Da' Dip,1997
3735,Spice Girls,35,2 Become 1,1997
3736,Sister Hazel,36,All for You,1997
3737,112,37,Cupid,1997
3738,Paula Cole,38,Where Have All the Cowboys Gone?,1997
3739,Shawn Colvin,39,Sunny Came Home,1997
3740,Tim McGraw and Faith Hill,40,It's Your Love,1997
3741,Gina G,41,Ooh Aah... Just a Little Bit,1997
3742,Merril Bainbridge,42,Mouth,1997
3743,Allure featuring 112,43,All Cried Out,1997
3744,New Edition,44,I'm Still in Love with You,1997
3745,98 Degrees,45,Invisible Man,1997
3746,"Lil' Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez",46,Not Tonight,1997
3747,Bone Thugs-n-Harmony,47,Look into My Eyes,1997
3748,702,48,Get It Together,1997
3749,Celine Dion,49,All by Myself,1997
3750,Celine Dion,50,It's All Coming Back to Me Now,1997
3751,Somethin' for the People featuring Trina & Tamara,51,My Love Is the Shhh!,1997
3752,No Mercy,52,Where Do You Go,1997
3753,Barbra Streisand and Bryan Adams,53,I Finally Found Someone,1997
3754,Foxy Brown featuring Jay-Z,54,I'll Be,1997
3755,Sheryl Crow,55,If It Makes You Happy,1997
3756,Dru Hill,56,Never Make a Promise,1997
3757,Journey,57,When You Love a Woman,1997
3758,Timbaland & Magoo featuring Missy Elliott and Aaliyah,58,Up Jumps da Boogie,1997
3759,Toni Braxton,59,"I Don't Want To"" / ""I Love Me Some Him",1997
3760,Sheryl Crow,60,Everyday Is a Winding Road,1997
3761,MC Lyte,61,Cold Rock a Party,1997
3762,Ginuwine,62,Pony,1997
3763,Sarah McLachlan,63,Building a Mystery,1997
3764,Donna Lewis,64,I Love You Always Forever,1997
3765,White Town,65,Your Woman,1997
3766,Coolio featuring 40 Thevz,66,C U When U Get There,1997
3767,Eric Clapton,67,Change the World,1997
3768,B-Rock and the Bizz,68,My Baby Daddy,1997
3769,Chumbawamba,69,Tubthumping,1997
3770,R. Kelly,70,Gotham City,1997
3771,Az Yet,71,Last Night,1997
3772,Various Artists,72,The Jock Jam,1997
3773,Heavy D,73,Big Daddy,1997
3774,Total,74,What About Us,1997
3775,Scarface featuring 2Pac and Johnny P.,75,Smile,1997
3776,Montell Jordan,76,What's on Tonight,1997
3777,Bruce Springsteen,77,Secret Garden,1997
3778,Aaliyah,78,The One I Gave My Heart To,1997
3779,Seal,79,Fly Like an Eagle,1997
3780,Lil' Kim featuring Puff Daddy,80,No Time,1997
3781,Luscious Jackson,81,Naked Eye,1997
3782,Los del Río,82,Macarena (Bayside Boys Mix),1997
3783,Erykah Badu,83,On & On,1997
3784,Joe,84,Don't Wanna Be a Player,1997
3785,Warren G,85,I Shot the Sheriff,1997
3786,Brian McKnight featuring Mase,86,You Should Be Mine (Don't Waste Your Time),1997
3787,Madonna,87,Don't Cry for Me Argentina,1997
3788,SWV and Puff Daddy,88,Someone,1997
3789,Michael Bolton,89,Go the Distance,1997
3790,Real McCoy,90,One More Time,1997
3791,Next,91,Butta Love,1997
3792,Mr. President,92,Coco Jambo,1997
3793,Keith Sweat,93,Twisted,1997
3794,Aqua,94,Barbie Girl,1997
3795,The Cranberries,95,"When You're Gone"" / ""Free to Decide",1997
3796,DJ Kool,96,Let Me Clear My Throat,1997
3797,The Blackout All-Stars,97,I Like It,1997
3798,Toni Braxton,98,"You're Makin' Me High"" / ""Let It Flow",1997
3799,Madonna,99,You Must Love Me,1997
3800,Ray J,100,Let It Go,1997
3801,Next,1,Too Close,1998
3802,Brandy and Monica,2,The Boy Is Mine,1998
3803,Shania Twain,3,You're Still the One,1998
3804,Savage Garden,4,Truly Madly Deeply,1998
3805,LeAnn Rimes,5,How Do I Live,1998
3806,Janet,6,Together Again,1998
3807,K-Ci & JoJo,7,All My Life,1998
3808,Elton John,8,Candle in the Wind 1997,1998
3809,Usher,9,Nice & Slow,1998
3810,Paula Cole,10,I Don't Want to Wait,1998
3811,Third Eye Blind,11,How's It Going to Be,1998
3812,Destiny's Child,12,"No, No, No",1998
3813,Celine Dion,13,My Heart Will Go On,1998
3814,Will Smith,14,Gettin' Jiggy wit It,1998
3815,Usher,15,You Make Me Wanna...,1998
3816,Usher,16,My Way,1998
3817,Mariah Carey,17,My All,1998
3818,Monica,18,The First Night,1998
3819,Puff Daddy featuring The Notorious B.I.G. and Mase,19,Been Around the World,1998
3820,Sarah McLachlan,20,Adia,1998
3821,Jennifer Paige,21,Crush,1998
3822,Backstreet Boys,22,Everybody (Backstreet's Back),1998
3823,Aerosmith,23,I Don't Want to Miss a Thing,1998
3824,Public Announcement,24,Body Bumpin' (Yippie-Yi-Yo),1998
3825,Faith Hill,25,This Kiss,1998
3826,Uncle Sam,26,I Don't Ever Want to See You Again,1998
3827,Montell Jordan featuring Master P and Silkk the Shocker,27,Let's Ride,1998
3828,Marcy Playground,28,Sex and Candy,1998
3829,Robyn,29,Show Me Love,1998
3830,Boyz II Men,30,A Song for Mama,1998
3831,Mase featuring Total,31,What You Want,1998
3832,Madonna,32,Frozen,1998
3833,Wyclef Jean,33,Gone till November,1998
3834,LSG,34,My Body,1998
3835,Chumbawamba,35,Tubthumping,1998
3836,Lord Tariq and Peter Gunz,36,Deja Vu (Uptown Baby),1998
3837,'N Sync,37,I Want You Back,1998
3838,Five,38,When the Lights Go Out,1998
3839,Jon B.,39,They Don't Know,1998
3840,"Master P featuring Fiend, Silkk the Shocker, Mia X and Mystikal",40,Make 'Em Say Uhh!,1998
3841,Nicole featuring Missy Elliott and Mocha,41,Make It Hot,1998
3842,All Saints,42,Never Ever,1998
3843,Janet Jackson featuring Blackstreet,43,I Get Lonely,1998
3844,Mase featuring Kelly Price,44,Feel So Good,1998
3845,Voices of Theory,45,Say It,1998
3846,Billie Myers,46,Kiss the Rain,1998
3847,Puff Daddy featuring Jimmy Page,47,Come with Me,1998
3848,Sylk-E. Fyne featuring Chill,48,Romeo and Juliet,1998
3849,Mýa and Sisqo,49,It's All About Me,1998
3850,Hanson,50,I Will Come to You,1998
3851,Barenaked Ladies,51,One Week,1998
3852,K. P. & Envyi,52,Swing My Way,1998
3853,Xscape,53,The Arms of the One Who Loves You,1998
3854,Somethin' for the People featuring Trina & Tamara,54,My Love Is the Shhh!,1998
3855,Tatyana Ali,55,Daydreamin',1998
3856,Dru Hill,56,We're Not Making Love No More,1998
3857,Third Eye Blind,57,Semi-Charmed Life,1998
3858,Lisa Loeb,58,I Do,1998
3859,Mase featuring Puff Daddy,59,Lookin' at Me,1998
3860,LeAnn Rimes,60,Looking Through Your Eyes,1998
3861,Divine,61,Lately,1998
3862,Backstreet Boys,62,Quit Playing Games (With My Heart),1998
3863,Next,63,I Still Love You,1998
3864,INOJ,64,Time After Time,1998
3865,Jimmy Ray,65,Are You Jimmy Ray?,1998
3866,Ace of Base,66,Cruel Summer,1998
3867,Master P featuring Sons of Funk,67,I Got the Hook Up,1998
3868,Puff Daddy featuring The Notorious B.I.G. and Busta Rhymes,68,Victory,1998
3869,Spice Girls,69,Too Much,1998
3870,Pras Michel featuring Ol' Dirty Bastard and Mýa,70,Ghetto Supastar (That Is What You Are),1998
3871,Dru Hill featuring Redman,71,How Deep Is Your Love,1998
3872,Kelly Price featuring R. Kelly and Ron Isley,72,Friend of Mine,1998
3873,Busta Rhymes,73,Turn It Up (Remix)/Fire It Up,1998
3874,Edwin McCain,74,I'll Be,1998
3875,Madonna,75,Ray of Light,1998
3876,Sister Hazel,76,All for You,1998
3877,Monifah,77,Touch It,1998
3878,The LOX featuring DMX and Lil' Kim,78,"Money, Power & Respect",1998
3879,The Verve,79,Bitter Sweet Symphony,1998
3880,Busta Rhymes,80,Dangerous,1998
3881,Spice Girls,81,Spice Up Your Life,1998
3882,98 Degrees,82,Because of You,1998
3883,Loreena McKennitt,83,The Mummers' Dance,1998
3884,Allure featuring 112,84,All Cried Out,1998
3885,Big Pun featuring Joe,85,Still Not a Player,1998
3886,Aaliyah,86,The One I Gave My Heart To,1998
3887,Jewel,87,"Foolish Games"" / ""You Were Meant for Me",1998
3888,INOJ,88,Love You Down,1998
3889,2Pac featuring Eric Williams,89,Do for Love,1998
3890,Luke featuring No Good But So Good,90,Raise the Roof,1998
3891,Nu Flavor,91,Heaven,1998
3892,Jermaine Dupri featuring Da Brat and Usher,92,The Party Continues,1998
3893,Missy Elliott featuring Da Brat,93,Sock It 2 Me,1998
3894,Next,94,Butta Love,1998
3895,Aretha Franklin,95,A Rose Is Still a Rose,1998
3896,Boyz II Men,96,4 Seasons of Loneliness,1998
3897,LL Cool J,97,Father,1998
3898,Gerald Levert,98,Thinkin' Bout It,1998
3899,Deborah Cox,99,Nobody's Supposed to Be Here,1998
3900,TQ,100,Westside,1998
3901,Cher,1,Believe,1999
3902,TLC,2,No Scrubs,1999
3903,Monica,3,Angel of Mine,1999
3904,Whitney Houston featuring Faith Evans and Kelly Price,4,Heartbreak Hotel,1999
3905,Britney Spears,5,...Baby One More Time,1999
3906,Sixpence None the Richer,6,Kiss Me,1999
3907,Christina Aguilera,7,Genie in a Bottle,1999
3908,Sugar Ray,8,Every Morning,1999
3909,Deborah Cox,9,Nobody's Supposed to Be Here,1999
3910,Ricky Martin,10,Livin' la Vida Loca,1999
3911,702,11,Where My Girls At?,1999
3912,Jennifer Lopez,12,If You Had My Love,1999
3913,Goo Goo Dolls,13,Slide,1999
3914,Brandy,14,Have You Ever?,1999
3915,Backstreet Boys,15,I Want It That Way,1999
3916,R. Kelly and Celine Dion,16,I'm Your Angel,1999
3917,Smash Mouth,17,All Star,1999
3918,Sarah McLachlan,18,Angel,1999
3919,Santana featuring Rob Thomas,19,Smooth,1999
3920,TLC,20,Unpretty,1999
3921,Destiny's Child,21,"Bills, Bills, Bills",1999
3922,Eagle-Eye Cherry,22,Save Tonight,1999
3923,Pearl Jam,23,Last Kiss,1999
3924,Maxwell,24,Fortunate,1999
3925,Backstreet Boys,25,All I Have to Give,1999
3926,Enrique Iglesias,26,Bailamos,1999
3927,Busta Rhymes featuring Janet,27,What's It Gonna Be?!,1999
3928,Everlast,28,What It's Like,1999
3929,Lenny Kravitz,29,Fly Away,1999
3930,Sugar Ray,30,Someday,1999
3931,Divine,31,Lately,1999
3932,Shania Twain,32,That Don't Impress Me Much,1999
3933,Will Smith featuring Dru Hill and Kool Moe Dee,33,Wild Wild West,1999
3934,Red Hot Chili Peppers,34,Scar Tissue,1999
3935,Mariah Carey featuring Jay-Z,35,Heartbreaker,1999
3936,Mariah Carey,36,I Still Believe,1999
3937,98 Degrees,37,The Hardest Thing,1999
3938,LFO,38,Summer Girls,1999
3939,Jay-Z featuring Amil and Ja Rule,39,Can I Get A...,1999
3940,Third Eye Blind,40,Jumper,1999
3941,Lauryn Hill,41,Doo Wop (That Thing),1999
3942,Lou Bega,42,Mambo No. 5,1999
3943,Tyrese,43,Sweet Lady,1999
3944,Whitney Houston,44,It's Not Right but It's Okay,1999
3945,'N Sync,45,(God Must Have Spent) A Little More Time on You,1999
3946,Shawn Mullins,46,Lullaby,1999
3947,112 featuring Lil Zane,47,Anywhere,1999
3948,K-Ci & JoJo,48,Tell Me It's Real,1999
3949,Matchbox 20,49,Back 2 Good,1999
3950,Blaque,50,808,1999
3951,Tal Bachman,51,She's So High,1999
3952,Ricky Martin,52,She's All I Ever Had,1999
3953,Will Smith,53,Miami,1999
3954,Jewel,54,Hands,1999
3955,JT Money featuring Solé,55,Who Dat,1999
3956,Tim McGraw,56,Please Remember Me,1999
3957,Shania Twain,57,From This Moment On,1999
3958,Faith Evans,58,Love Like This,1999
3959,Jesse Powell,59,You,1999
3960,Total featuring Missy Elliott,60,Trippin',1999
3961,Silk,61,If You,1999
3962,Lauryn Hill,62,Ex-Factor,1999
3963,Jordan Knight,63,Give It to You,1999
3964,Goo Goo Dolls,64,Black Balloon,1999
3965,Eric Benét featuring Tamia,65,Spend My Life with You,1999
3966,Dru Hill,66,These Are the Times,1999
3967,Mark Chesnutt,67,I Don't Want to Miss a Thing,1999
3968,98 Degrees,68,I Do (Cherish You),1999
3969,98 Degrees,69,Because of You,1999
3970,Sarah McLachlan,70,I Will Remember You,1999
3971,Chanté Moore,71,Chanté's Got a Man,1999
3972,Case,72,Happily Ever After,1999
3973,Whitney Houston,73,My Love Is Your Love,1999
3974,Faith Evans featuring Puff Daddy,74,All Night Long,1999
3975,Juvenile featuring Mannie Fresh and Lil Wayne,75,Back That Azz Up,1999
3976,Brandy,76,Almost Doesn't Count,1999
3977,Shania Twain,77,Man! I Feel Like a Woman!,1999
3978,Len,78,Steal My Sunshine,1999
3979,Marc Anthony,79,I Need to Know,1999
3980,Ginuwine,80,So Anxious,1999
3981,Case featuring Joe,81,Faded Pictures,1999
3982,Brian McKnight,82,Back at One,1999
3983,R. Kelly,83,When a Woman's Fed Up,1999
3984,Kenny Chesney,84,How Forever Feels,1999
3985,Lonestar,85,Amazed,1999
3986,Britney Spears,86,Sometimes,1999
3987,Mo Thugs,87,Ghetto Cowboy,1999
3988,Fastball,88,Out of My Head,1999
3989,Jay-Z,89,Hard Knock Life (Ghetto Anthem),1999
3990,Naughty by Nature featuring Zhané,90,Jamboree,1999
3991,"Blackstreet featuring Mýa, Mase and Blinky Blink",91,Take Me There,1999
3992,Joey McIntyre,92,Stay the Same,1999
3993,Jo Dee Messina,93,A Lesson in Leavin',1999
3994,Goo Goo Dolls,94,Iris,1999
3995,Puff Daddy featuring R. Kelly,95,Satisfy You,1999
3996,Citizen King,96,Better Days (And the Bottom Drops Out),1999
3997,'N Sync and Gloria Estefan,97,Music of My Heart,1999
3998,George Strait,98,Write This Down,1999
3999,Whitney Houston and Mariah Carey,99,When You Believe,1999
